ra,dec,Vhel,Vhel_error,mem
260.0714722,57.91272354,-278.3,2.4,1
260.0682983,57.9157753,-296.6,0.7,1
260.0900269,57.90853119,-300.6,4.6,1
260.0655518,57.90766525,-287.2,1.9,1
260.06604,57.91744232,-291.7,1.5,1
260.0817871,57.90061188,-297.3,1.2,1
260.0585632,57.90694046,-310.1,1.4,1
260.1004334,57.92094421,-294.2,0.3,1
260.1026001,57.92078018,-300.1,0.4,1
260.0998535,57.9268074,-295,1.1,1
260.0519104,57.91452408,-296.4,1.2,1
260.0538635,57.90083313,-289.2,0.6,1
260.064209,57.89175415,-292,0.9,1
260.0844116,57.9358902,-293.8,2.1,1
260.1134644,57.91563797,-296.2,1.4,1
260.100647,57.89788818,-293,1.1,1
260.0708923,57.93674851,-294.2,0.3,1
260.1099548,57.90285873,-304.3,1.5,1
260.0707397,57.88675308,-292.4,0.6,1
260.04422,57.89655304,-276.9,1.8,0.989793599
260.0405273,57.91383362,-285.9,1.6,0.999996424
260.1007385,57.94052887,-298.5,0.6,1
260.1135254,57.9366684,-288.1,0.5,1
260.0671997,57.88222504,-296.7,0.4,1
260.0617065,57.94041824,-281.9,0.6,1
260.050354,57.88368988,-292.9,0.9,1
260.0432129,57.8868103,-300.2,0.6,1
260.0332031,57.89794159,-308.9,1.1,1
260.1271362,57.91756058,-309.5,1,0.999814749
260.0310669,57.90908051,-304.9,0.7,1
260.0588684,57.88039017,-303,1.5,0.999962509
260.0631409,57.94302368,-311.6,1.6,1
260.0452271,57.88264084,-280,0.9,1
260.0842285,57.94874954,-296.8,0.5,1
260.0498962,57.94144058,-290.1,0.9,1
260.1141052,57.94789124,-294.5,0.6,1
260.0309143,57.88669205,-296.2,1.1,1
260.1200867,57.89252472,-280.9,0.7,1
260.1184692,57.94685745,-311.7,1,1
260.1253357,57.89636231,-286.3,1.9,1
260.0267334,57.92619705,-316.7,1.5,1
260.0297546,57.88264084,-282.4,1.2,1
260.0280151,57.93102646,-295,1.5,1
260.0236206,57.88436127,-292.6,0.5,1
260.045929,57.94602585,-294.7,1.7,0.999999821
260.0287781,57.87697601,-288.5,0.5,1
260.0563354,57.86644745,-292.9,0.5,1
260.1134338,57.95944595,-298.2,1.3,1
260.0239258,57.93597412,-296,4.7,0.999966025
260.0082397,57.90619278,-278.7,1.4,1
260.1481934,57.93552399,-287.1,1.2,1
260.026001,57.93836212,-281.7,2.3,0.999999881
260.1513062,57.92750168,-293.5,1.3,0.999998987
260.1471863,57.90205002,-292.7,0.2,1
260.0209656,57.93846893,-301.2,1,1
260.0028992,57.89627457,-301.4,0.4,1
260.1424866,57.89219666,-286.9,0.3,1
260.1596985,57.92563629,-288.3,0.8,1
260.1236572,57.87275314,-295.3,1.7,0.999999821
260.1593933,57.91341782,-292.9,0.7,1
260.1289063,57.96492004,-291.3,1.2,0.999997854
260.0022583,57.88238907,-292.2,0.4,0.99999994
259.9989319,57.91830826,-293.9,0.4,1
260.1632996,57.93264008,-291.7,2.3,0.999999821
260.0393066,57.95885849,-300,1.3,1
260.126709,57.96817017,-298.7,1.1,1
260.0805054,57.85541534,-277.5,1.1,1
260.1479492,57.88722229,-302.9,1.3,0.999996364
259.9927368,57.90878296,-278.2,1.3,0.999995649
260.1679688,57.93836212,-293.4,0.8,1
260.0845032,57.97750092,-287.1,0.9,1
260.021759,57.95622253,-292.7,1.9,0.999998391
260.1190796,57.86044693,-287.1,1.6,1
260.1618347,57.95680237,-289.3,1.8,0.999786615
260.144043,57.97016525,-288,1.1,1
260.1634521,57.95741653,-275.8,1,1
260.0081177,57.8584404,-310,0.3,1
260.1584473,57.96266174,-302.8,2,0.999985337
260.1421509,57.97291565,-293.1,2.7,0.997483075
259.9858093,57.878582,-296.2,0.9,1
260.1664429,57.89327622,-296.4,2.7,0.999975264
260.0436707,57.97244263,-287.5,0.7,1
260.1676636,57.95914078,-298.6,0.4,1
260.0066223,57.95127869,-296.4,0.5,1
259.9806824,57.91650009,-285.5,1.1,1
260.0984497,57.98558807,-297.4,0.4,1
260.1651001,57.88546753,-289.9,1.8,1
260.1368408,57.86219406,-300.8,0.3,1
260.0235291,57.96625137,-294,1.7,0.999723077
260.0709229,57.98389053,-307.5,0.3,1
260.1845093,57.92396927,-292.5,2.5,1
259.9737549,57.89419174,-283.1,1.7,0.999999642
260.1152649,57.85019302,-294.4,1.8,0.999254405
260.1853943,57.91988754,-295,1.4,1
259.9894104,57.94113922,-289.6,1.3,0.999999821
260.0152893,57.96386337,-290.3,2.2,0.999996305
260.1597595,57.97419357,-294.1,1.2,1
260.1863709,57.91650009,-289.5,0.6,1
259.9970398,57.95050049,-303.4,1.3,1
260.0829773,57.98816681,-307.6,0.3,1
260.1569824,57.87127686,-302.8,1.7,0.999998868
260.1634216,57.87632752,-293.1,0.6,1
260.1907959,57.92810822,-280.6,1.6,0.993265867
259.9678345,57.88624573,-309.9,2,0.999983966
260.153656,57.98213959,-297.3,1.6,0.999997914
260.0221863,57.83839035,-290.9,0.7,1
259.9829712,57.85680389,-289.9,0.6,1
260.1711121,57.97377396,-293.8,0.6,1
259.9953918,57.95580673,-271.2,0.5,1
259.9891357,57.84919357,-287.2,2.6,1
260.0063782,57.96650314,-289.3,1.2,0.99999994
260.1969604,57.92300034,-302.8,1.3,1
260.1319275,57.84864426,-290.1,0.5,1
260.1558838,57.98681259,-278.7,0.3,1
259.9763794,57.85622025,-297.9,1.6,0.999984443
260.0747986,57.99660873,-281.9,1.3,0.999999046
260.1551209,57.85796738,-306.3,1.4,0.999999762
260.2005005,57.91569519,-289.7,0.7,1
260.0484619,57.82677841,-291.9,0.6,1
260.1952209,57.96063995,-296.6,2.7,0.999740779
259.9595032,57.92227554,-296.6,0.7,1
260.1982117,57.90236282,-288.9,0.3,1
260.0558472,57.99569321,-299.1,2.2,0.991073549
259.9774475,57.95185852,-300.1,0.5,1
260.203186,57.9540596,-294.9,1.4,0.99999994
260.1448975,57.99910736,-298,0.5,1
259.9902649,57.83486557,-294.5,0.6,1
260.0880127,57.82422257,-294.9,0.4,1
260.1990967,57.8900528,-291.4,1.1,0.999999464
260.1660156,57.85424805,-283,0.3,1
260.1397095,57.83877945,-276.4,0.4,1
260.0220337,57.98997116,-283.2,1.7,0.999998629
259.9758301,57.9623909,-296.8,1.6,0.987320721
259.9585266,57.9446373,-274.4,0.5,1
259.9406128,57.90772247,-296.4,1,1
260.218811,57.91961289,-287.2,1.1,1
260.0360413,57.99919128,-315.4,1.6,0.99999994
260.1830444,57.86258316,-291.4,0.6,0.999999821
260.2208252,57.93271637,-296,0.3,1
260.2208252,57.94102478,-284.2,0.3,1
259.9497375,57.93745041,-289.5,2.9,0.999988735
260.1654663,57.84724808,-293.1,0.9,1
260.1443787,58.01060867,-303,1.3,0.998767555
260.1605835,58.00680542,-298.7,0.5,1
260.0244751,57.99730682,-283.8,2.3,1
260.2008362,57.98472595,-294.4,0.9,1
260.1855774,57.86100388,-288.1,0.6,1
260.063446,58.00971985,-289.3,2.1,0.999961257
260.0115051,57.81589127,-294.1,2.6,0.997983754
259.9588013,57.95288849,-284.6,1.1,0.999995708
260.2257385,57.92219162,-292.7,1.3,1
260.0686951,57.81122589,-294.5,1.5,1
260.1152649,58.01652527,-296.2,2.4,0.999981463
260.083252,58.01502991,-282.4,1.3,0.999999881
259.9298401,57.88366699,-289.3,1.3,1
260.2243042,57.96183014,-283.3,2.4,0.999984086
260.1742554,58.00688934,-302.6,0.3,1
259.9299622,57.87630463,-285,0.4,1
260.1335144,58.01766586,-298,1.8,0.99992162
260.2238464,57.97016525,-284.6,0.5,1
260.1718445,58.01047516,-289.6,1.4,0.99999994
259.9273682,57.9137497,-299.5,1.3,0.999946177
260.1038208,57.81188583,-310.9,1,0.999997079
260.1990967,57.99874878,-297.2,0.3,1
260.0749512,58.01996994,-288.7,0.3,1
259.924408,57.87200165,-294.7,0.3,1
260.1807251,57.84521866,-298.5,0.2,1
259.9241943,57.9126091,-274.9,0.8,1
260.1996765,57.86058807,-295.8,1,0.999999762
259.9849854,57.98777771,-288.6,0.4,1
259.9211731,57.90935898,-297.8,1.8,0.999960601
259.9699402,57.98158646,-295.1,1.3,1
260.1872253,57.8429451,-283.5,0.8,1
260.2169189,57.99660873,-295.1,0.8,1
259.9460449,57.96411514,-294.1,1.6,0.999995828
259.9162598,57.92372131,-285.3,2.3,0.993402362
259.9359741,57.95599747,-297.2,1.3,0.993802845
259.960907,57.98036194,-289.7,2.4,0.999982297
259.9091797,57.89747238,-292.9,1.4,0.978343427
260.0300903,58.01794815,-303.8,1.1,1
259.9674072,57.98585892,-315.6,2.1,0.995146632
260.0892944,57.79619217,-296,1.6,0.999964476
259.9151917,57.93080902,-294,1.1,1
260.2122192,57.85269928,-282.1,1.3,0.999958217
260.2258606,57.86652756,-280.3,2,0.994133532
260.175415,57.82485962,-305.7,0.4,1
260.2462769,57.89297485,-292.9,1,1
260.2553406,57.96205521,-295,0.6,1
259.948761,57.81016541,-281.5,0.3,1
259.9741821,57.99991608,-297,0.8,1
259.8980103,57.9031105,-279.6,4.4,0.999140143
260.2633667,57.93313599,-290.9,0.4,1
260.264801,57.95227814,-289.8,0.4,1
260.234375,58.00738907,-292.4,0.7,1
259.9909058,58.01430512,-278.2,0.8,1
260.0063171,58.02594376,-280.1,0.9,1
260.0073242,57.77960968,-296.6,0.5,1
259.9266052,57.97713471,-296.2,0.4,1
260.1893005,57.81669235,-290.3,1.5,0.999998629
259.9912415,58.02225113,-306.9,3.5,0.999788344
260.2581787,57.88055801,-287,1.4,1
260.1819763,57.81227875,-284.1,0.5,1
259.907135,57.82180405,-295.3,0.6,1
260.0405273,57.77483749,-290,0.4,1
260.2684631,57.89661026,-294.6,0.6,1
260.2609558,57.87908173,-295.7,0.5,1
260.0436096,58.04428101,-307,1,1
259.9107666,57.96699905,-267.9,0.4,0.999999881
259.9453735,57.99892044,-302.8,0.7,1
259.957489,58.00741577,-280.7,0.4,1
259.8808899,57.91766739,-285.4,1.1,0.999999106
259.9207153,57.8009491,-285.4,3.7,0.996721864
260.2437134,57.85066986,-281.9,1.7,0.999999225
259.9352112,57.79091644,-283.1,1.1,0.999943852
259.8884888,57.94388962,-289.1,1.6,0.999998927
259.8736267,57.909832,-295.7,1.8,0.999999344
260.1729431,57.7991066,-288.1,0.6,1
259.8867188,57.83021927,-287.2,0.4,1
260.1551209,57.79089356,-297.4,1.5,0.99999994
260.0775146,57.76697159,-302.8,0.5,1
260.0252991,58.04724503,-292.8,0.5,1
260.223877,57.82502747,-296.8,0.9,1
260.119812,58.06638718,-304.9,1.4,0.999999762
260.2357483,58.04308319,-282.7,0.7,1
260.282074,58.00583267,-287.7,1.4,0.981792688
260.1619263,57.78355408,-288.5,1.6,0.99999088
259.8945618,57.80138779,-289.1,0.6,1
260.16745,57.78527832,-296.3,0.6,1
260.2818909,57.87169647,-294.4,1,1
259.8522339,57.89335632,-306.1,3.6,0.999975204
260.0673523,58.06800079,-298.2,0.2,1
259.934845,58.01618958,-287,1,1
260.0038757,57.75311661,-297.8,0.7,1
260.2701416,58.033638,-295,0.2,1
259.8515015,57.92164612,-298.2,1.3,0.999999464
259.8744812,57.80463791,-281.5,0.4,1
260.2573853,57.83316422,-287.4,1,1
259.8454285,57.90322113,-278.9,3.6,0.999009728
260.0769959,58.07666397,-292.7,1.3,0.999911785
260.3106384,57.90322113,-291.6,1.4,1
260.2619324,57.83336258,-280,0.3,1
260.2524719,57.82258606,-293.1,0.5,1
259.84552,57.92516708,-277.3,1.2,1
259.8438721,57.8369484,-294.6,0.2,1
259.8569336,57.95155716,-308.5,1.4,1
260.2248535,57.79980469,-300.5,1.2,0.999999583
260.3245239,57.93922043,-292,0.7,1
260.3076477,57.8793869,-288.1,0.5,1
259.839386,57.92711258,-304.2,0.4,1
259.8932495,57.76988602,-289.7,1,1
260.322876,57.99702454,-291.2,1,0.999999881
260.2124329,58.08033371,-292.7,0.9,0.999999821
259.8276978,57.85097122,-296.9,0.2,1
260.0274963,58.07685852,-287.8,2.2,0.999983251
260.0988464,58.09005356,-305.3,0.5,1
260.3107605,57.87052536,-286.7,0.3,1
260.104248,57.74194336,-296.5,1.2,0.998270929
260.3112183,57.86952972,-286.9,0.6,1
259.8923645,58.00866699,-271.4,0.3,1
260.1338806,58.09441757,-287.6,1.3,0.999941766
259.8233337,57.90892029,-290.5,0.5,1
259.8333435,57.8180275,-294.9,0.7,1
259.8488464,57.78966904,-294.6,0.8,0.999999881
259.9017334,58.02433014,-311,2.9,0.99876678
260.2466431,57.79480362,-296.1,0.7,1
259.8078613,57.86528015,-299.2,0.4,1
260.2139282,58.0945816,-293.9,1.8,0.999872386
259.8066406,57.89994431,-294.4,1.7,0.99062264
259.8106995,57.92294693,-294.7,1.5,0.999939263
260.3576355,57.97186661,-288.7,1.3,1
260.3371582,57.87674713,-309,2.5,1
259.8417358,57.98408127,-295.5,1.8,0.99999994
260.2741699,58.08192062,-293.4,1.3,1
259.7994385,57.90777588,-296.4,0.5,1
260.3611755,57.92339325,-289.2,1.4,0.999838233
259.8120728,57.94772339,-282.5,1.3,1
260.2419434,57.77441788,-298.4,1.4,1
259.9544983,58.07555389,-296.8,0.5,1
260.2507019,57.77713394,-304.6,0.5,1
259.7927856,57.91041946,-298.5,0.3,1
260.3428345,58.03763962,-303.2,0.3,1
260.3526306,57.88153076,-288.2,2.6,0.999833643
260.2686462,57.78827667,-304.4,2.2,0.999998569
259.8192139,57.9691124,-288.9,0.5,1
259.8018799,57.93969345,-283.3,0.4,1
259.7843018,57.88011551,-295.5,1.8,0.999150693
260.3033142,58.07805634,-289.7,0.7,1
259.8570557,58.01669693,-286,0.5,1
259.8333435,57.99530411,-307.4,0.4,1
259.8383179,57.75827789,-308.7,1,0.999916792
259.8269959,57.99016571,-290.4,0.5,1
260.2932739,57.79814148,-306,0.4,1
259.8404541,58.01124573,-271.8,0.5,1
259.8190918,57.98894882,-292.8,1.3,0.999999225
259.7732544,57.89949799,-288.1,0.7,1
259.7911072,57.95297241,-289.2,0.7,0.999999881
259.8447571,58.02025223,-290.3,1.5,0.999987602
259.8614197,57.72924805,-290.2,1.9,0.999999762
260.3694458,57.86730957,-300.7,1.5,0.998111248
260.0924377,57.69775009,-291,1.8,0.99999994
260.3794556,57.88080597,-290.5,4.3,0.99635452
260.2313538,57.7428894,-302.1,1.2,1
259.7846985,57.96405411,-293.8,0.5,1
260.3974609,57.91644287,-306.5,0.6,1
259.9480591,58.09764481,-291.8,2.4,0.998532712
260.4033508,57.97694778,-292.9,1.8,0.999998808
259.8538818,58.04147339,-286.2,1.3,0.99999994
259.8409424,58.03116608,-296.7,0.4,1
260.3992615,57.91830826,-301.7,0.6,1
259.9118042,58.08044434,-267.2,2.4,0.999991417
260.3217468,57.79652786,-278.3,1.1,0.99999994
260.0389404,58.13116837,-295.1,2.8,0.999575913
259.7950745,57.98814011,-299,0.3,1
259.9743347,58.1122551,-280.1,0.2,1
260.4125977,57.96533203,-298.6,1.6,1
260.4110413,57.92777252,-275.1,0.7,1
259.7679749,57.78575134,-303,0.7,1
260.3275452,57.79547501,-284.3,1.8,0.990513742
259.7591553,57.79844666,-302.2,2.2,0.999999583
260.4073792,58.01449585,-278,0.3,1
259.7452393,57.90594482,-297.2,1.2,1
259.9045715,58.08892059,-283.8,1.2,0.999997914
259.7649231,57.7784462,-289.5,0.3,1
260.3399353,58.10230637,-302.8,0.5,0.999999881
259.9438171,58.1092453,-290.6,1.8,0.999070823
260.3761902,57.83786011,-301.6,0.5,1
259.7399597,57.90394592,-278.7,0.4,1
259.7427673,57.81599808,-300.7,0.3,1
259.8153381,58.02824783,-311.3,3,0.999985695
260.3527527,58.09669113,-297.1,1.2,1
260.4241943,57.9307518,-295.2,0.6,1
260.3221741,57.77580261,-289.1,1.3,0.973613441
259.7271118,57.83486557,-284.2,1.2,0.999964595
259.7822266,58.00547791,-290.4,0.3,1
259.7684021,57.74744034,-283.3,1.5,0.996336699
259.7284851,57.92063904,-301.6,2.2,0.999282658
259.736969,57.77458191,-294,0.7,1
259.7211914,57.92208481,-276.6,1,1
260.29776,57.74103165,-280,1.1,1
259.7521667,57.99327469,-305.4,1.3,0.999997675
259.8011169,58.04938889,-281.8,0.3,1
260.4580994,57.97141266,-310.8,1.5,0.99329859
259.7912598,57.70416641,-278.2,2.3,0.999987423
259.7065735,57.91685867,-291.1,1,0.999997973
260.4549255,57.89363861,-293.6,0.4,1
259.7227783,57.97388458,-291.3,0.4,1
260.4622192,57.9105835,-290.6,0.8,0.999997377
260.4721375,57.93328095,-298.5,0.8,1
259.7336426,57.72924805,-284,0.6,1
260.1008301,58.18900299,-294.8,0.6,0.99999994
260.480072,57.94979858,-304.9,0.9,1
259.6854553,57.9106102,-285.1,0.8,1
259.6922302,57.93521881,-310.2,2.1,0.99167496
259.7047729,57.75819397,-292.6,2.1,0.994013846
260.4872742,57.99272156,-299.6,0.4,1
260.3890076,57.77447128,-290.5,2.6,0.99999994
260.4686279,57.87689209,-295.6,0.3,1
260.4823608,58.0352211,-303,1.8,0.99996078
259.6686401,57.91091919,-288.7,1,1
260.4181519,57.79222488,-281.1,0.3,1
259.9302368,58.16614151,-292.2,1.6,0.999975264
260.3849182,58.16271591,-303.7,1.8,0.999999642
260.414032,57.77780533,-307.1,0.5,1
260.4432373,58.12574768,-315.4,4.2,0.956511974
259.7138062,57.70444489,-288.1,0.5,1
259.6467896,57.86324692,-287.1,1.8,0.999339819
260.509552,58.02146912,-300,1.6,0.999997258
259.9819641,58.19147492,-300.4,1.6,0.999997854
260.5187683,57.95416641,-306,0.4,1
259.7118835,57.69372177,-280.5,0.5,1
259.6368713,57.84897232,-285.7,0.3,1
260.2653809,57.66505814,-290.4,0.5,0.999999821
259.7811279,58.0969429,-280.2,1.6,0.99999845
260.0605164,58.21427536,-301.3,0.3,1
259.6759949,57.98611069,-289.7,0.2,1
260.5075378,58.06383514,-285.4,1.8,0.999860346
260.5252991,58.00327683,-285.7,0.5,1
260.5221252,58.0296936,-302.9,0.6,1
259.642334,57.92402268,-289,1.3,0.999841034
260.5272522,57.93617249,-304.6,1.4,1
259.6272888,57.86297226,-287.1,0.5,1
260.2131653,57.63727951,-301.4,0.7,1
259.6461792,57.94847107,-278.1,1.9,0.999954879
260.5411682,57.96549988,-289.5,1.8,0.999917567
260.5467224,57.94252777,-307.1,0.8,1
260.0284729,57.58608246,-290.9,2.1,0.993882537
259.7171326,58.07025528,-293.1,0.3,1
259.6401367,57.97689438,-293.2,0.6,1
260.0402832,57.58261108,-299.2,1.9,0.999755621
259.7922668,58.13516998,-296.5,0.4,1
260.5445862,57.89927673,-322.5,0.3,1
259.7493286,58.10813904,-287.2,0.5,1
260.2166138,58.25044632,-308.7,3.3,0.999999404
259.7432251,57.62430191,-289.5,0.6,1
259.6487122,58.01399994,-289.8,0.4,1
259.5930176,57.89639282,-284.6,0.9,0.999999762
260.5119629,58.14322281,-283.3,1,0.999994099
260.2593689,58.26063538,-276.5,0.2,1
259.6789856,57.64713669,-301.2,0.4,1
259.6897583,58.08230972,-300.3,0.5,1
259.8226013,58.17783737,-307.3,0.5,1
259.6530151,58.04522324,-291,2.2,0.999370694
259.8828125,57.55963898,-309.9,0.4,1
259.9794312,57.55005264,-276.5,1.9,0.999666512
259.6143494,58.01274872,-284.6,1.7,0.992318392
259.5743103,57.93811035,-297.2,1.2,0.999999523
259.9035339,58.23400116,-288.1,2,0.999999762
259.5447693,57.84194565,-297.9,0.7,1
260.4273071,58.24250031,-288.2,0.3,1
259.5432739,57.86916351,-308.8,0.4,1
260.5149841,57.7519989,-286.7,0.3,1
259.69104,58.1258049,-276.4,0.4,0.999999821
260.6216431,58.08616638,-307.3,0.9,0.999999762
259.5541992,57.71294785,-283.5,0.4,1
259.7339172,58.16869736,-304.6,0.8,0.99999696
260.651947,58.05097199,-301.3,0.6,1
259.5032654,57.85661316,-292.7,3,0.999826312
259.513092,57.94330597,-289.8,0.7,1
259.4996948,57.94491959,-302.6,1.5,0.999770582
259.485321,57.90019608,-287.6,0.8,0.999999881
260.515686,57.69128037,-292,0.3,1
260.6820068,57.9585228,-281.9,0.3,1
260.1149597,58.33094406,-301.4,1.3,0.999943912
260.5997314,57.76808548,-280.7,1.9,0.989723861
259.5335999,58.0296936,-309.2,0.3,1
259.4807129,57.93308258,-289.7,0.3,1
259.8205566,58.26414108,-297,0.5,1
259.5261536,58.03205872,-298.8,0.4,0.99980545
260.6129761,57.76511383,-294.4,0.6,1
260.6396179,57.80105591,-277.1,0.3,1
259.8347473,57.48055267,-305.2,0.8,1
259.4480896,57.90777588,-283.7,2.6,0.999997258
259.4423218,57.70608139,-299.2,0.2,1
260.743103,58.02064133,-290.7,1.9,0.999999881
259.4310608,57.95430374,-290.8,1.5,0.999612868
259.5173645,58.10213471,-292.1,0.8,0.99999994
259.4126587,57.72144318,-278.3,1.6,0.999993742
259.4932556,58.09978104,-298.1,0.2,1
260.6342468,58.29636002,-282.4,0.2,1
259.4108276,57.98183823,-290.7,0.5,1
259.3701782,57.82205582,-283.8,1.5,0.999773741
259.4219971,58.0121994,-297.6,1.9,1
259.3901978,57.68388748,-296.7,0.8,1
260.781189,57.89871979,-323,2.2,0.971837819
260.755127,57.78225327,-292.7,0.7,1
259.5239868,58.18958283,-289.4,0.2,1
259.3305054,57.7159996,-284,1.9,0.999999404
259.4107361,58.07752609,-265.6,0.5,1
259.4584961,58.15000153,-294.8,2,0.990377247
259.3325195,57.96094132,-281.4,0.6,1
259.845459,58.39474869,-266.6,0.3,0.995954156
260.7145081,58.3398056,-295.1,1.7,0.981925726
260.6283569,57.59616852,-304.4,2.2,0.999992728
260.7745361,57.7314148,-278.4,1.1,0.976293981
259.3371887,58.03258514,-276.1,0.4,1
259.29245,57.97346878,-288.1,1.7,0.999999881
259.2944641,57.99469757,-298.4,2.1,0.984843612
259.23172,57.78800201,-306.9,1.6,0.999994695
259.2748718,57.99263763,-274.9,0.7,1
259.3426514,58.12372208,-285.7,0.2,1
259.2333069,57.97672272,-274,0.6,0.988423824
260.967865,57.97544479,-271.3,2.2,0.991701007
259.1685486,57.91889191,-276,0.5,1
259.3087769,58.18013382,-283.7,0.5,1
259.1157837,57.80238342,-283.6,0.9,1
259.0557861,57.75422287,-286,1.6,0.983792663
260.762146,57.45813751,-291.2,0.4,1
259.0066223,57.98863602,-282.9,0.8,1
258.9083557,57.7511673,-285.1,1.5,0.999992251
261.2232056,58.29105377,-298.1,0.8,0.999999702
258.9247742,57.6181984,-299.2,1.4,0.999835253
258.900177,57.80955887,-288.1,1,0.999985278
260.6430969,58.80188751,-299.7,1.1,0.999852121
259.1421509,58.4988327,-292.3,1.2,0.999961495
261.90979,58.26308441,-288.2,0.4,1
262.9387512,58.15180588,-287.1,0.5,0.999993265